EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1131,51,0.0,Travel_Rarely,632,Sales,21,Magister,Marketing,1,Tinggi,Male,71,Tinggi,2,Sales Executive,Sangat Tinggi,Single,5441,8423,0,Y,Yes,22,Luar Biasa,Sangat Tinggi,80,0,11,2,Rendah,10,7,1,0
1132,45,0.0,Travel_Rarely,1457,Research & Development,7,Sarjana,Medical,1,Rendah,Female,83,Tinggi,1,Research Scientist,Tinggi,Married,4477,20100,4,Y,Yes,19,Sangat Baik,Tinggi,80,1,7,2,Sedang,3,2,0,2
1135,44,1.0,Travel_Rarely,621,Research & Development,15,Sarjana,Medical,1,Rendah,Female,73,Tinggi,3,Healthcare Representative,Sangat Tinggi,Married,7978,14075,1,Y,No,11,Sangat Baik,Sangat Tinggi,80,1,10,2,Tinggi,10,7,0,5
1136,40,0.0,Travel_Frequently,791,Research & Development,2,Perguruan tinggi,Medical,1,Tinggi,Female,38,Sangat Tinggi,2,Healthcare Representative,Sedang,Married,4244,9931,1,Y,No,24,Luar Biasa,Sangat Tinggi,80,1,8,2,Tinggi,8,7,3,7
1137,34,0.0,Travel_Rarely,1397,Research & Development,1,Doktor,Life Sciences,1,Sedang,Male,42,Tinggi,1,Research Scientist,Sangat Tinggi,Married,2691,7660,1,Y,No,12,Sangat Baik,Sangat Tinggi,80,1,10,4,Sedang,10,9,8,8
1138,56,0.0,Travel_Rarely,1255,Research & Development,1,Perguruan tinggi,Life Sciences,1,Rendah,Female,90,Tinggi,1,Research Scientist,Rendah,Married,2066,10494,2,Y,No,22,Luar Biasa,Sangat Tinggi,80,1,5,3,Sangat Tinggi,3,2,1,0
1140,33,0.0,Travel_Rarely,924,Research & Development,2,Sarjana,Medical,1,Tinggi,Male,78,Tinggi,1,Laboratory Technician,Sangat Tinggi,Single,2496,6670,4,Y,No,11,Sangat Baik,Sangat Tinggi,80,0,7,3,Tinggi,1,1,0,0
1141,55,0.0,Non-Travel,177,Research & Development,8,Di bawah perguruan tinggi,Medical,1,Sangat Tinggi,Male,37,Sedang,4,Healthcare Representative,Sedang,Divorced,13577,25592,1,Y,Yes,15,Sangat Baik,Sangat Tinggi,80,1,34,3,Tinggi,33,9,15,0
1142,46,0.0,Travel_Rarely,406,Sales,3,Di bawah perguruan tinggi,Marketing,1,Rendah,Male,52,Tinggi,4,Manager,Tinggi,Married,17465,15596,3,Y,No,12,Sangat Baik,Sangat Tinggi,80,1,23,3,Tinggi,12,9,4,9
1143,27,0.0,Non-Travel,210,Sales,1,Di bawah perguruan tinggi,Marketing,1,Tinggi,Male,73,Tinggi,2,Sales Executive,Sedang,Married,6349,22107,0,Y,Yes,13,Sangat Baik,Sangat Tinggi,80,1,6,0,Tinggi,5,4,1,4
1144,45,0.0,Travel_Frequently,364,Research & Development,25,Sarjana,Medical,1,Sedang,Female,83,Tinggi,5,Manager,Sedang,Single,18061,13035,3,Y,No,22,Luar Biasa,Tinggi,80,0,22,4,Tinggi,0,0,0,0
1145,55,0.0,Travel_Rarely,1136,Research & Development,1,Magister,Medical,1,Sedang,Male,81,Sangat Tinggi,4,Research Director,Sangat Tinggi,Divorced,14732,12414,2,Y,No,13,Sangat Baik,Sangat Tinggi,80,2,31,4,Sangat Tinggi,7,7,0,0
1146,27,0.0,Travel_Rarely,1291,Sales,11,Sarjana,Medical,1,Tinggi,Female,98,Sangat Tinggi,1,Sales Representative,Sangat Tinggi,Married,2534,6527,8,Y,No,14,Sangat Baik,Sedang,80,1,5,4,Tinggi,1,0,0,0
1148,28,0.0,Travel_Rarely,760,Sales,2,Magister,Marketing,1,Sedang,Female,81,Tinggi,2,Sales Executive,Sedang,Married,4779,3698,1,Y,Yes,20,Luar Biasa,Rendah,80,0,8,2,Tinggi,8,7,7,5
1149,42,0.0,Travel_Rarely,462,Sales,14,Perguruan tinggi,Medical,1,Tinggi,Female,68,Sedang,2,Sales Executive,Tinggi,Single,6244,7824,7,Y,No,17,Sangat Baik,Rendah,80,0,10,6,Tinggi,5,4,0,3
1151,29,1.0,Travel_Rarely,992,Research & Development,1,Sarjana,Technical Degree,1,Tinggi,Male,85,Tinggi,1,Research Scientist,Tinggi,Single,2058,19757,0,Y,No,14,Sangat Baik,Sangat Tinggi,80,0,7,1,Sedang,6,2,1,5
1153,29,0.0,Travel_Rarely,942,Research & Development,15,Di bawah perguruan tinggi,Life Sciences,1,Sedang,Female,69,Rendah,1,Research Scientist,Sangat Tinggi,Married,2168,26933,0,Y,Yes,18,Sangat Baik,Rendah,80,1,6,2,Sedang,5,4,1,3
1154,47,0.0,Travel_Rarely,703,Sales,14,Magister,Marketing,1,Sangat Tinggi,Male,42,Tinggi,2,Sales Executive,Rendah,Single,4960,11825,2,Y,No,12,Sangat Baik,Sangat Tinggi,80,0,20,2,Tinggi,7,7,1,7
1155,32,0.0,Travel_Frequently,116,Research & Development,13,Sarjana,Other,1,Tinggi,Female,77,Sedang,1,Laboratory Technician,Sedang,Married,2743,7331,1,Y,No,20,Luar Biasa,Tinggi,80,1,2,2,Tinggi,2,2,2,2
1156,24,1.0,Travel_Rarely,1448,Sales,1,Di bawah perguruan tinggi,Technical Degree,1,Rendah,Female,62,Tinggi,1,Sales Representative,Sedang,Single,3202,21972,1,Y,Yes,16,Sangat Baik,Sedang,80,0,6,4,Tinggi,5,3,1,4
1157,34,0.0,Travel_Rarely,404,Research & Development,2,Magister,Technical Degree,1,Tinggi,Female,98,Tinggi,2,Healthcare Representative,Sangat Tinggi,Single,6687,6163,1,Y,No,11,Sangat Baik,Sangat Tinggi,80,0,14,2,Sangat Tinggi,14,11,4,11
1158,37,0.0,Travel_Rarely,799,Research & Development,1,Sarjana,Technical Degree,1,Sedang,Female,59,Tinggi,3,Manufacturing Director,Sangat Tinggi,Single,7491,23848,4,Y,No,17,Sangat Baik,Sangat Tinggi,80,0,12,3,Sangat Tinggi,6,5,1,2
1159,32,0.0,Non-Travel,976,Sales,26,Magister,Marketing,1,Tinggi,Male,100,Tinggi,2,Sales Executive,Sangat Tinggi,Married,4465,12069,0,Y,No,18,Sangat Baik,Rendah,80,0,4,2,Tinggi,3,2,2,2
1160,27,0.0,Travel_Rarely,1130,Sales,8,Magister,Marketing,1,Sedang,Female,56,Tinggi,2,Sales Executive,Sedang,Married,6214,3415,1,Y,No,18,Sangat Baik,Rendah,80,1,8,3,Tinggi,8,7,0,7
1162,42,0.0,Travel_Rarely,269,Research & Development,2,Sarjana,Medical,1,Sangat Tinggi,Female,56,Sedang,1,Laboratory Technician,Rendah,Divorced,2593,8007,0,Y,Yes,11,Sangat Baik,Tinggi,80,1,10,4,Tinggi,9,6,7,8
1164,38,0.0,Travel_Rarely,243,Sales,7,Magister,Marketing,1,Sangat Tinggi,Female,46,Sedang,2,Sales Executive,Sangat Tinggi,Single,4028,7791,0,Y,No,20,Luar Biasa,Rendah,80,0,8,2,Tinggi,7,7,0,5
1166,49,0.0,Travel_Rarely,1091,Research & Development,1,Perguruan tinggi,Technical Degree,1,Tinggi,Female,90,Sedang,4,Healthcare Representative,Tinggi,Single,13964,17810,7,Y,Yes,12,Sangat Baik,Sangat Tinggi,80,0,25,2,Tinggi,7,1,0,7
1168,34,0.0,Travel_Rarely,216,Sales,1,Magister,Marketing,1,Sedang,Male,75,Sangat Tinggi,2,Sales Executive,Sangat Tinggi,Divorced,9725,12278,0,Y,No,11,Sangat Baik,Sangat Tinggi,80,1,16,2,Sedang,15,1,0,9
1170,40,0.0,Travel_Frequently,580,Sales,5,Magister,Life Sciences,1,Sangat Tinggi,Male,48,Sedang,3,Sales Executive,Rendah,Married,10475,23772,5,Y,Yes,21,Luar Biasa,Tinggi,80,1,20,2,Tinggi,18,13,1,12
1171,38,0.0,Travel_Frequently,1490,Research & Development,2,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,42,Tinggi,1,Laboratory Technician,Sangat Tinggi,Married,1702,12106,1,Y,Yes,23,Luar Biasa,Tinggi,80,1,1,3,Tinggi,1,0,0,0
1172,27,0.0,Non-Travel,443,Research & Development,3,Sarjana,Medical,1,Sangat Tinggi,Male,50,Tinggi,1,Research Scientist,Sangat Tinggi,Married,1706,16571,1,Y,No,11,Sangat Baik,Tinggi,80,3,0,6,Sedang,0,0,0,0
1174,38,0.0,Non-Travel,1327,Sales,2,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,39,Sedang,2,Sales Executive,Sangat Tinggi,Married,5249,19682,3,Y,No,18,Sangat Baik,Sangat Tinggi,80,1,13,0,Tinggi,8,7,7,5
1175,47,0.0,Travel_Rarely,1482,Research & Development,5,Doktor,Life Sciences,1,Sangat Tinggi,Male,42,Tinggi,5,Research Director,Tinggi,Married,18300,16375,4,Y,No,11,Sangat Baik,Sedang,80,1,21,2,Tinggi,3,2,1,1
1176,38,0.0,Travel_Rarely,1084,Research & Development,29,Sarjana,Technical Degree,1,Sangat Tinggi,Male,54,Tinggi,2,Manufacturing Director,Sangat Tinggi,Married,6261,4185,3,Y,No,18,Sangat Baik,Rendah,80,1,9,3,Rendah,7,7,1,7
1177,30,0.0,Travel_Rarely,438,Research & Development,18,Sarjana,Life Sciences,1,Rendah,Female,75,Tinggi,1,Research Scientist,Tinggi,Single,2632,23910,1,Y,No,14,Sangat Baik,Tinggi,80,0,5,4,Sedang,5,4,0,4
1178,28,0.0,Travel_Frequently,773,Research & Development,6,Sarjana,Life Sciences,1,Tinggi,Male,39,Sedang,1,Research Scientist,Tinggi,Divorced,2703,22088,1,Y,Yes,14,Sangat Baik,Sangat Tinggi,80,1,3,2,Tinggi,3,1,0,2
1179,27,0.0,Travel_Rarely,798,Research & Development,6,Magister,Medical,1,Rendah,Female,66,Sedang,1,Research Scientist,Tinggi,Divorced,2187,5013,0,Y,No,12,Sangat Baik,Tinggi,80,2,6,5,Sedang,5,3,0,3
1180,46,0.0,Travel_Rarely,991,Human Resources,1,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Female,44,Tinggi,1,Human Resources,Rendah,Single,3423,22957,6,Y,No,12,Sangat Baik,Tinggi,80,0,10,3,Sangat Tinggi,7,6,5,7
1181,40,1.0,Non-Travel,1479,Sales,24,Sarjana,Life Sciences,1,Sedang,Female,100,Sangat Tinggi,4,Sales Executive,Sedang,Single,13194,17071,4,Y,Yes,16,Sangat Baik,Sangat Tinggi,80,0,22,2,Sedang,1,0,0,0
1182,55,0.0,Travel_Rarely,282,Research & Development,2,Perguruan tinggi,Medical,1,Sangat Tinggi,Female,58,Rendah,5,Manager,Tinggi,Married,19187,6992,4,Y,No,14,Sangat Baik,Sangat Tinggi,80,1,23,5,Tinggi,19,9,9,11
1183,26,0.0,Travel_Rarely,1349,Research & Development,23,Sarjana,Life Sciences,1,Rendah,Female,90,Tinggi,1,Research Scientist,Sangat Tinggi,Divorced,2886,3032,1,Y,No,22,Luar Biasa,Sedang,80,2,3,3,Rendah,3,2,0,2
1184,35,0.0,Travel_Frequently,636,Research & Development,4,Magister,Other,1,Sangat Tinggi,Male,47,Sedang,1,Laboratory Technician,Sangat Tinggi,Married,2376,26537,1,Y,No,13,Sangat Baik,Sedang,80,1,2,2,Sangat Tinggi,2,2,2,2
1185,42,0.0,Travel_Rarely,622,Research & Development,2,Magister,Life Sciences,1,Tinggi,Female,81,Tinggi,2,Healthcare Representative,Sangat Tinggi,Married,4089,5718,1,Y,No,13,Sangat Baik,Sedang,80,2,10,4,Tinggi,10,2,2,2
1186,40,0.0,Travel_Rarely,107,Sales,10,Sarjana,Technical Degree,1,Sedang,Female,84,Sedang,2,Sales Executive,Sedang,Divorced,6852,11591,7,Y,No,12,Sangat Baik,Sedang,80,1,7,2,Sangat Tinggi,5,1,1,3
1187,19,0.0,Travel_Rarely,1181,Research & Development,3,Di bawah perguruan tinggi,Medical,1,Sedang,Female,79,Tinggi,1,Laboratory Technician,Sedang,Single,1483,16102,1,Y,No,14,Sangat Baik,Sangat Tinggi,80,0,1,3,Tinggi,1,0,0,0
1189,39,1.0,Non-Travel,592,Research & Development,2,Sarjana,Life Sciences,1,Rendah,Female,54,Sedang,1,Laboratory Technician,Rendah,Single,3646,17181,2,Y,Yes,23,Luar Biasa,Sedang,80,0,11,2,Sangat Tinggi,1,0,0,0
1191,49,0.0,Travel_Rarely,1490,Research & Development,7,Magister,Life Sciences,1,Tinggi,Male,35,Tinggi,3,Healthcare Representative,Sedang,Divorced,10466,20948,3,Y,No,14,Sangat Baik,Sedang,80,2,29,3,Tinggi,8,7,0,7
1192,20,0.0,Travel_Rarely,959,Research & Development,1,Sarjana,Life Sciences,1,Sangat Tinggi,Female,83,Sedang,1,Research Scientist,Sedang,Single,2836,11757,1,Y,No,13,Sangat Baik,Sangat Tinggi,80,0,1,0,Sangat Tinggi,1,0,0,0
1193,32,0.0,Travel_Rarely,906,Sales,7,Sarjana,Life Sciences,1,Sangat Tinggi,Male,91,Sedang,2,Sales Executive,Tinggi,Married,5484,16985,1,Y,No,14,Sangat Baik,Tinggi,80,1,13,3,Sedang,13,8,4,8
1194,36,0.0,Non-Travel,635,Sales,10,Magister,Medical,1,Sedang,Male,32,Tinggi,3,Sales Executive,Sangat Tinggi,Single,9980,15318,1,Y,No,14,Sangat Baik,Sangat Tinggi,80,0,10,3,Sedang,10,3,9,7
1195,43,0.0,Travel_Frequently,394,Sales,26,Perguruan tinggi,Life Sciences,1,Tinggi,Male,92,Tinggi,4,Manager,Sangat Tinggi,Married,16959,19494,1,Y,Yes,12,Sangat Baik,Sangat Tinggi,80,2,25,3,Sangat Tinggi,25,12,4,12
1196,26,0.0,Travel_Frequently,575,Research & Development,1,Perguruan tinggi,Life Sciences,1,Rendah,Female,71,Rendah,1,Laboratory Technician,Sangat Tinggi,Divorced,4364,5288,3,Y,No,14,Sangat Baik,Rendah,80,1,5,2,Tinggi,2,2,2,0
1197,27,1.0,Travel_Rarely,1420,Sales,2,Di bawah perguruan tinggi,Marketing,1,Tinggi,Male,85,Tinggi,1,Sales Representative,Rendah,Divorced,3041,16346,0,Y,No,11,Sangat Baik,Sedang,80,1,5,3,Tinggi,4,3,0,2
1198,42,0.0,Travel_Frequently,1474,Research & Development,5,Perguruan tinggi,Other,1,Sedang,Male,97,Tinggi,1,Laboratory Technician,Tinggi,Married,2093,9260,4,Y,No,17,Sangat Baik,Sangat Tinggi,80,1,8,4,Tinggi,2,2,2,0
1199,34,0.0,Travel_Rarely,1326,Sales,3,Sarjana,Other,1,Sangat Tinggi,Male,81,Rendah,2,Sales Executive,Rendah,Single,4759,15891,3,Y,No,18,Sangat Baik,Sangat Tinggi,80,0,15,2,Tinggi,13,9,3,12
1200,55,1.0,Travel_Rarely,267,Sales,13,Magister,Marketing,1,Rendah,Male,85,Sangat Tinggi,4,Sales Executive,Tinggi,Single,13695,9277,6,Y,Yes,17,Sangat Baik,Tinggi,80,0,24,2,Sedang,19,7,3,8
1201,42,0.0,Travel_Rarely,1265,Research & Development,3,Sarjana,Life Sciences,1,Tinggi,Female,95,Sangat Tinggi,2,Laboratory Technician,Sangat Tinggi,Married,5231,23726,2,Y,Yes,13,Sangat Baik,Sedang,80,1,17,1,Sedang,5,3,1,3
1203,33,0.0,Travel_Frequently,970,Sales,7,Sarjana,Life Sciences,1,Sangat Tinggi,Female,30,Tinggi,2,Sales Executive,Sedang,Married,4302,13401,0,Y,No,17,Sangat Baik,Tinggi,80,1,4,3,Tinggi,3,2,0,2
1204,30,0.0,Travel_Rarely,1358,Research & Development,24,Di bawah perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,67,Tinggi,1,Laboratory Technician,Tinggi,Divorced,2693,13335,1,Y,No,22,Luar Biasa,Sedang,80,1,1,2,Tinggi,1,0,0,0
1205,35,0.0,Travel_Rarely,982,Research & Development,1,Magister,Medical,1,Sangat Tinggi,Male,58,Sedang,1,Laboratory Technician,Tinggi,Married,2258,16340,6,Y,No,12,Sangat Baik,Sedang,80,1,10,2,Tinggi,8,0,1,7
1206,42,0.0,Travel_Rarely,647,Sales,4,Magister,Marketing,1,Sedang,Male,45,Tinggi,2,Sales Executive,Rendah,Single,5155,2253,7,Y,No,13,Sangat Baik,Sangat Tinggi,80,0,9,3,Sangat Tinggi,6,4,1,5
1207,40,0.0,Travel_Frequently,1469,Research & Development,9,Magister,Medical,1,Sangat Tinggi,Male,35,Tinggi,1,Research Scientist,Sedang,Divorced,3617,25063,8,Y,Yes,14,Sangat Baik,Sangat Tinggi,80,1,3,2,Tinggi,1,1,0,0
1208,34,0.0,Travel_Rarely,304,Sales,2,Sarjana,Other,1,Sangat Tinggi,Male,60,Tinggi,2,Sales Executive,Sangat Tinggi,Single,6274,18686,1,Y,No,22,Luar Biasa,Tinggi,80,0,6,5,Tinggi,6,5,1,4
1209,50,0.0,Travel_Rarely,1099,Research & Development,29,Magister,Life Sciences,1,Sedang,Male,88,Sedang,4,Manager,Tinggi,Married,17046,9314,0,Y,No,15,Sangat Baik,Sedang,80,1,28,2,Tinggi,27,10,15,7
1210,45,0.0,Travel_Rarely,1316,Research & Development,29,Sarjana,Medical,1,Tinggi,Male,83,Tinggi,1,Research Scientist,Sangat Tinggi,Single,3452,9752,5,Y,No,13,Sangat Baik,Sedang,80,0,9,2,Sedang,6,5,0,3
1211,21,1.0,Travel_Rarely,156,Sales,12,Sarjana,Life Sciences,1,Tinggi,Female,90,Sangat Tinggi,1,Sales Representative,Sedang,Single,2716,25422,1,Y,No,15,Sangat Baik,Sangat Tinggi,80,0,1,0,Tinggi,1,0,0,0
1212,37,0.0,Travel_Rarely,1017,Research & Development,1,Perguruan tinggi,Medical,1,Tinggi,Female,83,Sedang,1,Research Scientist,Rendah,Married,3920,18697,2,Y,No,14,Sangat Baik,Rendah,80,1,17,2,Sedang,3,1,0,2
1213,33,0.0,Travel_Frequently,508,Sales,10,Sarjana,Marketing,1,Sedang,Male,46,Sedang,2,Sales Executive,Sangat Tinggi,Single,4682,4317,3,Y,No,14,Sangat Baik,Tinggi,80,0,9,6,Sedang,7,7,0,1
1216,47,0.0,Travel_Rarely,202,Research & Development,2,Perguruan tinggi,Other,1,Tinggi,Female,33,Tinggi,4,Manager,Sangat Tinggi,Married,16752,12982,1,Y,Yes,11,Sangat Baik,Tinggi,80,1,26,3,Sedang,26,14,3,0
1217,30,1.0,Travel_Frequently,448,Sales,12,Magister,Life Sciences,1,Sedang,Male,74,Sedang,1,Sales Representative,Rendah,Married,2033,14470,1,Y,No,18,Sangat Baik,Tinggi,80,1,1,2,Sangat Tinggi,1,0,0,0
1218,27,0.0,Travel_Rarely,608,Research & Development,1,Perguruan tinggi,Life Sciences,1,Tinggi,Female,68,Tinggi,3,Manufacturing Director,Rendah,Married,7412,6009,1,Y,No,11,Sangat Baik,Sangat Tinggi,80,0,9,3,Tinggi,9,7,0,7
1220,50,0.0,Non-Travel,881,Research & Development,2,Magister,Life Sciences,1,Rendah,Male,98,Tinggi,4,Manager,Rendah,Divorced,17924,4544,1,Y,No,11,Sangat Baik,Sangat Tinggi,80,1,31,3,Tinggi,31,6,14,7
1221,29,1.0,Travel_Rarely,805,Research & Development,1,Perguruan tinggi,Life Sciences,1,Sedang,Female,36,Sedang,1,Laboratory Technician,Rendah,Married,2319,6689,1,Y,Yes,11,Sangat Baik,Sangat Tinggi,80,1,1,1,Tinggi,1,0,0,0
1222,36,0.0,Travel_Rarely,329,Sales,16,Magister,Marketing,1,Tinggi,Female,98,Sedang,2,Sales Executive,Rendah,Married,5647,13494,4,Y,No,13,Sangat Baik,Rendah,80,2,11,3,Sedang,3,2,0,2
1223,45,0.0,Travel_Rarely,1339,Research & Development,7,Sarjana,Life Sciences,1,Sedang,Male,59,Tinggi,3,Research Scientist,Rendah,Divorced,9724,18787,2,Y,No,17,Sangat Baik,Tinggi,80,1,25,2,Tinggi,1,0,0,0
1224,50,1.0,Travel_Frequently,562,Sales,8,Perguruan tinggi,Technical Degree,1,Sedang,Male,50,Tinggi,2,Sales Executive,Tinggi,Married,6796,23452,3,Y,Yes,14,Sangat Baik,Rendah,80,1,18,4,Tinggi,4,3,1,3
1227,33,0.0,Travel_Frequently,827,Research & Development,1,Magister,Other,1,Tinggi,Female,84,Sangat Tinggi,2,Healthcare Representative,Sedang,Married,5488,20161,1,Y,Yes,13,Sangat Baik,Rendah,80,1,6,2,Tinggi,6,5,1,2
1228,46,0.0,Travel_Rarely,150,Research & Development,2,Magister,Technical Degree,1,Sangat Tinggi,Male,60,Tinggi,2,Manufacturing Director,Sangat Tinggi,Divorced,7379,17433,2,Y,No,11,Sangat Baik,Tinggi,80,1,12,3,Sedang,6,3,1,4
1231,54,0.0,Travel_Rarely,397,Human Resources,19,Magister,Medical,1,Tinggi,Male,88,Tinggi,3,Human Resources,Sedang,Married,10725,6729,2,Y,No,15,Sangat Baik,Tinggi,80,1,16,1,Sangat Tinggi,9,7,7,1
1232,47,0.0,Travel_Rarely,249,Sales,2,Perguruan tinggi,Marketing,1,Tinggi,Female,35,Tinggi,2,Sales Executive,Sangat Tinggi,Married,4537,17783,0,Y,Yes,22,Luar Biasa,Rendah,80,1,8,2,Tinggi,7,6,7,7
1233,33,0.0,Travel_Rarely,1216,Sales,8,Magister,Marketing,1,Tinggi,Male,39,Tinggi,2,Sales Executive,Tinggi,Divorced,7104,20431,0,Y,No,12,Sangat Baik,Sangat Tinggi,80,0,6,3,Tinggi,5,0,1,2
1234,35,0.0,Travel_Rarely,607,Research & Development,9,Sarjana,Life Sciences,1,Sangat Tinggi,Female,66,Sedang,3,Manufacturing Director,Tinggi,Married,10685,23457,1,Y,Yes,20,Luar Biasa,Sedang,80,1,17,2,Tinggi,17,14,5,15
1235,39,0.0,Non-Travel,439,Research & Development,9,Sarjana,Life Sciences,1,Tinggi,Male,70,Tinggi,2,Laboratory Technician,Sedang,Single,6782,8770,9,Y,No,15,Sangat Baik,Tinggi,80,0,9,2,Sedang,5,4,0,3
1236,38,0.0,Travel_Rarely,688,Research & Development,23,Magister,Life Sciences,1,Sangat Tinggi,Male,82,Tinggi,2,Healthcare Representative,Sangat Tinggi,Divorced,5745,18899,9,Y,No,14,Sangat Baik,Sedang,80,1,10,2,Tinggi,2,2,1,2
1238,54,0.0,Travel_Rarely,1082,Sales,2,Magister,Life Sciences,1,Tinggi,Female,41,Sedang,3,Sales Executive,Tinggi,Married,10686,8392,6,Y,No,11,Sangat Baik,Sedang,80,1,13,4,Tinggi,9,4,7,0
1239,37,0.0,Travel_Rarely,1305,Research & Development,10,Magister,Life Sciences,1,Tinggi,Male,49,Tinggi,2,Manufacturing Director,Sedang,Single,4197,21123,2,Y,Yes,12,Sangat Baik,Sangat Tinggi,80,0,18,2,Sedang,1,0,0,1
1240,20,0.0,Travel_Rarely,805,Research & Development,3,Sarjana,Life Sciences,1,Rendah,Male,87,Sedang,1,Laboratory Technician,Tinggi,Single,3033,12828,1,Y,No,12,Sangat Baik,Rendah,80,0,2,2,Sedang,2,2,1,2
1241,40,0.0,Travel_Frequently,720,Research & Development,16,Magister,Medical,1,Rendah,Male,51,Sedang,2,Laboratory Technician,Tinggi,Single,5094,11983,6,Y,No,14,Sangat Baik,Sangat Tinggi,80,0,10,6,Tinggi,1,0,0,0
1242,51,0.0,Travel_Frequently,237,Sales,9,Sarjana,Life Sciences,1,Sangat Tinggi,Male,83,Tinggi,5,Manager,Sedang,Divorced,19847,19196,4,Y,Yes,24,Luar Biasa,Rendah,80,1,31,5,Sedang,29,10,11,10
1243,34,1.0,Travel_Frequently,658,Research & Development,7,Sarjana,Life Sciences,1,Rendah,Male,66,Rendah,2,Laboratory Technician,Tinggi,Single,6074,22887,1,Y,Yes,24,Luar Biasa,Sangat Tinggi,80,0,9,3,Tinggi,9,7,0,6
1244,34,0.0,Travel_Rarely,401,Research & Development,1,Sarjana,Life Sciences,1,Sangat Tinggi,Female,86,Sedang,1,Laboratory Technician,Sedang,Married,3294,3708,5,Y,No,17,Sangat Baik,Rendah,80,1,7,2,Sedang,5,4,0,2
1245,42,0.0,Travel_Rarely,319,Research & Development,24,Sarjana,Medical,1,Sangat Tinggi,Male,56,Tinggi,3,Manufacturing Director,Rendah,Married,7406,6950,1,Y,Yes,21,Luar Biasa,Sangat Tinggi,80,1,10,5,Sedang,10,9,5,8
1249,30,0.0,Non-Travel,990,Research & Development,7,Sarjana,Technical Degree,1,Tinggi,Male,64,Tinggi,1,Research Scientist,Tinggi,Divorced,1274,7152,1,Y,No,13,Sangat Baik,Sedang,80,2,1,2,Sedang,1,0,0,0
1251,50,0.0,Travel_Rarely,1452,Research & Development,11,Sarjana,Life Sciences,1,Tinggi,Female,53,Tinggi,5,Manager,Sedang,Single,19926,17053,3,Y,No,15,Sangat Baik,Sedang,80,0,21,5,Tinggi,5,4,4,4
1253,31,0.0,Travel_Rarely,1082,Research & Development,1,Magister,Medical,1,Tinggi,Male,87,Tinggi,1,Research Scientist,Sedang,Single,2501,18775,1,Y,No,17,Sangat Baik,Sedang,80,0,1,4,Tinggi,1,1,1,0
1255,41,0.0,Travel_Frequently,1200,Research & Development,22,Sarjana,Life Sciences,1,Sangat Tinggi,Female,75,Tinggi,2,Research Scientist,Sangat Tinggi,Divorced,5467,13953,3,Y,Yes,14,Sangat Baik,Rendah,80,2,12,4,Sedang,6,2,3,3
1257,41,0.0,Travel_Frequently,857,Research & Development,10,Sarjana,Life Sciences,1,Sangat Tinggi,Male,91,Sedang,4,Manager,Rendah,Divorced,17181,12888,4,Y,No,13,Sangat Baik,Sedang,80,1,21,2,Sedang,7,6,7,7
1258,52,0.0,Travel_Rarely,1053,Research & Development,1,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,70,Tinggi,4,Manager,Sangat Tinggi,Married,17099,13829,2,Y,No,15,Sangat Baik,Sedang,80,1,26,2,Sedang,9,8,7,8
1259,40,0.0,Travel_Rarely,523,Research & Development,2,Sarjana,Life Sciences,1,Tinggi,Male,98,Tinggi,2,Research Scientist,Sangat Tinggi,Single,4661,22455,1,Y,No,13,Sangat Baik,Tinggi,80,0,9,4,Tinggi,9,8,8,8
1260,49,0.0,Travel_Frequently,636,Research & Development,10,Magister,Life Sciences,1,Tinggi,Female,35,Tinggi,5,Research Director,Rendah,Single,18665,25594,9,Y,Yes,11,Sangat Baik,Sangat Tinggi,80,0,22,4,Tinggi,3,2,1,2
1261,27,0.0,Travel_Rarely,205,Sales,10,Sarjana,Marketing,1,Sangat Tinggi,Female,98,Sedang,2,Sales Executive,Sangat Tinggi,Married,5769,7100,1,Y,Yes,11,Sangat Baik,Sangat Tinggi,80,0,6,3,Tinggi,6,2,4,4
1262,38,0.0,Travel_Rarely,371,Research & Development,2,Sarjana,Life Sciences,1,Sangat Tinggi,Male,45,Tinggi,1,Research Scientist,Sangat Tinggi,Single,3944,4306,5,Y,Yes,11,Sangat Baik,Tinggi,80,0,6,3,Tinggi,3,2,1,2
1263,51,0.0,Travel_Frequently,541,Sales,2,Sarjana,Marketing,1,Sedang,Male,52,Tinggi,3,Sales Executive,Sedang,Married,10596,15395,2,Y,No,11,Sangat Baik,Sedang,80,0,14,5,Tinggi,4,2,3,2
